,pokedex_number,generation,is_sub_legendary,is_legendary,is_mythical,type_number,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,egg_type_number,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
283,237,2,0,0,0,1,1.4,48.0,3,455.0,50.0,95.0,95.0,35.0,110.0,70.0,45.0,70.0,159.0,1,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
284,238,2,0,0,0,2,0.4,6.0,3,305.0,45.0,30.0,15.0,85.0,65.0,65.0,45.0,70.0,61.0,1,0.0,25.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
285,239,2,0,0,0,1,0.6,23.5,2,360.0,45.0,63.0,37.0,65.0,55.0,95.0,45.0,70.0,72.0,1,75.0,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
286,240,2,0,0,0,1,0.7,21.4,2,365.0,45.0,75.0,37.0,70.0,55.0,83.0,45.0,70.0,73.0,1,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
287,241,2,0,0,0,1,1.2,75.5,3,490.0,95.0,80.0,105.0,40.0,70.0,100.0,45.0,70.0,172.0,1,0.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,242,2,0,0,0,1,1.5,46.8,3,540.0,255.0,10.0,10.0,75.0,135.0,55.0,30.0,140.0,608.0,1,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,243,2,1,0,0,1,1.9,178.0,2,580.0,90.0,85.0,75.0,115.0,100.0,115.0,3.0,35.0,261.0,1,,80.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
290,244,2,1,0,0,1,2.1,198.0,2,580.0,115.0,115.0,85.0,90.0,75.0,100.0,3.0,35.0,261.0,1,,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
291,245,2,1,0,0,1,2.0,187.0,2,580.0,100.0,75.0,115.0,90.0,115.0,85.0,3.0,35.0,261.0,1,,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
292,246,2,0,0,0,2,0.6,72.0,2,300.0,50.0,64.0,50.0,45.0,50.0,41.0,45.0,35.0,60.0,1,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
293,247,2,0,0,0,2,1.2,152.0,1,410.0,70.0,84.0,70.0,65.0,70.0,51.0,45.0,35.0,144.0,1,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
294,248,2,0,0,0,2,2.0,202.0,2,600.0,100.0,134.0,110.0,95.0,100.0,61.0,45.0,35.0,270.0,1,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
295,248,2,0,0,0,2,2.5,255.0,1,700.0,100.0,164.0,150.0,95.0,120.0,71.0,45.0,35.0,315.0,1,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
296,249,2,0,1,0,2,5.2,216.0,2,680.0,106.0,90.0,130.0,90.0,154.0,110.0,3.0,0.0,306.0,1,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
297,250,2,0,1,0,2,3.8,199.0,2,680.0,106.0,130.0,90.0,110.0,154.0,90.0,3.0,0.0,306.0,1,,120.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
298,251,2,0,0,1,2,0.6,5.0,1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,270.0,1,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
299,252,3,0,0,0,1,0.5,5.0,2,310.0,40.0,45.0,35.0,65.0,55.0,70.0,45.0,70.0,62.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
300,253,3,0,0,0,1,0.9,21.6,2,405.0,50.0,65.0,45.0,85.0,65.0,95.0,45.0,70.0,142.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
301,254,3,0,0,0,1,1.7,52.2,2,530.0,70.0,85.0,65.0,105.0,85.0,120.0,45.0,70.0,239.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
302,254,3,0,0,0,2,1.9,55.2,1,630.0,70.0,110.0,75.0,145.0,85.0,145.0,45.0,70.0,284.0,2,87.5,20.0,1.0,1.0,0.25,0.0,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
303,255,3,0,0,0,1,0.4,2.5,2,310.0,45.0,60.0,40.0,70.0,50.0,45.0,45.0,70.0,62.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
304,256,3,0,0,0,2,0.9,19.5,2,405.0,60.0,85.0,60.0,85.0,60.0,55.0,45.0,70.0,142.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
305,257,3,0,0,0,2,1.9,52.0,2,530.0,80.0,120.0,70.0,110.0,70.0,80.0,45.0,70.0,239.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
306,257,3,0,0,0,2,1.9,52.0,1,630.0,80.0,160.0,80.0,130.0,80.0,100.0,45.0,70.0,284.0,1,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
307,258,3,0,0,0,1,0.4,7.6,2,310.0,50.0,70.0,50.0,50.0,50.0,40.0,45.0,70.0,62.0,2,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
308,259,3,0,0,0,2,0.7,28.0,2,405.0,70.0,85.0,70.0,60.0,70.0,50.0,45.0,70.0,142.0,2,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
309,260,3,0,0,0,2,1.5,81.9,2,535.0,100.0,110.0,90.0,85.0,90.0,60.0,45.0,70.0,241.0,2,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
310,260,3,0,0,0,2,1.9,102.0,1,635.0,100.0,150.0,110.0,95.0,110.0,70.0,45.0,70.0,286.0,2,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
311,261,3,0,0,0,1,0.5,13.6,3,220.0,35.0,55.0,35.0,30.0,30.0,35.0,255.0,70.0,56.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
312,262,3,0,0,0,1,1.0,37.0,3,420.0,70.0,90.0,70.0,60.0,60.0,70.0,127.0,70.0,147.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
313,263,3,0,0,0,1,0.4,17.5,3,240.0,38.0,30.0,41.0,30.0,41.0,60.0,255.0,70.0,56.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
314,263,3,0,0,0,2,0.4,17.5,3,240.0,38.0,30.0,41.0,30.0,41.0,60.0,,,,1,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
315,264,3,0,0,0,1,0.5,32.5,3,420.0,78.0,70.0,61.0,50.0,61.0,100.0,90.0,70.0,147.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
316,264,3,0,0,0,2,0.5,32.5,3,420.0,78.0,70.0,61.0,50.0,61.0,100.0,,,,1,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
317,265,3,0,0,0,1,0.3,3.6,2,195.0,45.0,45.0,35.0,20.0,30.0,20.0,255.0,70.0,56.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
318,266,3,0,0,0,1,0.6,10.0,1,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,70.0,72.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
319,267,3,0,0,0,2,1.0,28.4,2,395.0,60.0,70.0,50.0,100.0,50.0,65.0,45.0,70.0,178.0,1,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
320,268,3,0,0,0,1,0.7,11.5,1,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,70.0,72.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
321,269,3,0,0,0,2,1.2,31.6,2,385.0,60.0,50.0,70.0,50.0,90.0,65.0,45.0,70.0,173.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
322,270,3,0,0,0,2,0.5,2.6,3,220.0,40.0,30.0,30.0,40.0,50.0,30.0,255.0,70.0,44.0,2,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
323,271,3,0,0,0,2,1.2,32.5,3,340.0,60.0,50.0,50.0,60.0,70.0,50.0,120.0,70.0,119.0,2,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
324,272,3,0,0,0,2,1.5,55.0,3,480.0,80.0,70.0,70.0,90.0,100.0,70.0,45.0,70.0,216.0,2,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
325,273,3,0,0,0,1,0.5,4.0,3,220.0,40.0,40.0,50.0,30.0,30.0,30.0,255.0,70.0,44.0,2,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
326,274,3,0,0,0,2,1.0,28.0,3,340.0,70.0,70.0,40.0,60.0,40.0,60.0,120.0,70.0,119.0,2,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
327,275,3,0,0,0,2,1.3,59.6,3,480.0,90.0,100.0,60.0,90.0,60.0,80.0,45.0,70.0,216.0,2,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
328,276,3,0,0,0,2,0.3,2.3,2,270.0,40.0,55.0,30.0,30.0,30.0,85.0,200.0,70.0,54.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
329,277,3,0,0,0,2,0.7,19.8,2,455.0,60.0,85.0,60.0,75.0,50.0,125.0,45.0,70.0,159.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
330,278,3,0,0,0,2,0.6,9.5,3,270.0,40.0,30.0,30.0,55.0,30.0,85.0,190.0,70.0,54.0,2,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
331,279,3,0,0,0,2,1.2,28.0,3,440.0,60.0,50.0,100.0,95.0,70.0,65.0,45.0,70.0,154.0,2,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
332,280,3,0,0,0,2,0.4,6.6,3,198.0,28.0,25.0,25.0,45.0,35.0,40.0,235.0,35.0,40.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
333,281,3,0,0,0,2,0.8,20.2,3,278.0,38.0,35.0,35.0,65.0,55.0,50.0,120.0,35.0,97.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
334,282,3,0,0,0,2,1.6,48.4,3,518.0,68.0,65.0,65.0,125.0,115.0,80.0,45.0,35.0,233.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
335,282,3,0,0,0,2,1.6,48.4,1,618.0,68.0,85.0,65.0,165.0,135.0,100.0,45.0,35.0,278.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
336,283,3,0,0,0,2,0.5,1.7,2,269.0,40.0,30.0,32.0,50.0,52.0,65.0,200.0,70.0,54.0,2,50.0,15.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
337,284,3,0,0,0,2,0.8,3.6,2,454.0,70.0,60.0,62.0,100.0,82.0,80.0,75.0,70.0,159.0,2,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
338,285,3,0,0,0,1,0.4,4.5,3,295.0,60.0,40.0,60.0,40.0,60.0,35.0,255.0,70.0,59.0,2,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
339,286,3,0,0,0,2,1.2,39.2,3,460.0,60.0,130.0,80.0,60.0,60.0,70.0,90.0,70.0,161.0,2,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
340,287,3,0,0,0,1,0.8,24.0,1,280.0,60.0,60.0,60.0,35.0,35.0,30.0,255.0,70.0,56.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
341,288,3,0,0,0,1,1.4,46.5,1,440.0,80.0,80.0,80.0,55.0,55.0,90.0,120.0,70.0,154.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
342,289,3,0,0,0,1,2.0,130.5,1,670.0,150.0,160.0,100.0,95.0,65.0,100.0,45.0,70.0,252.0,1,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
343,290,3,0,0,0,2,0.5,5.5,2,266.0,31.0,45.0,90.0,30.0,30.0,40.0,255.0,70.0,53.0,1,50.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
344,291,3,0,0,0,2,0.8,12.0,2,456.0,61.0,90.0,45.0,50.0,50.0,160.0,120.0,70.0,160.0,1,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
345,292,3,0,0,0,2,0.8,1.2,1,236.0,1.0,90.0,45.0,30.0,30.0,40.0,45.0,70.0,83.0,1,,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
346,293,3,0,0,0,1,0.6,16.3,2,240.0,64.0,51.0,23.0,51.0,23.0,28.0,190.0,70.0,48.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
347,294,3,0,0,0,1,1.0,40.5,2,360.0,84.0,71.0,43.0,71.0,43.0,48.0,120.0,70.0,126.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
348,295,3,0,0,0,1,1.5,84.0,2,490.0,104.0,91.0,63.0,91.0,73.0,68.0,45.0,70.0,221.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
349,296,3,0,0,0,1,1.0,86.4,3,237.0,72.0,60.0,30.0,20.0,30.0,25.0,180.0,70.0,47.0,1,75.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
350,297,3,0,0,0,1,2.3,253.8,3,474.0,144.0,120.0,60.0,40.0,60.0,50.0,200.0,70.0,166.0,1,75.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
351,298,3,0,0,0,2,0.2,2.0,3,190.0,50.0,20.0,40.0,20.0,40.0,20.0,150.0,70.0,38.0,1,25.0,10.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
352,299,3,0,0,0,1,1.0,97.0,3,375.0,30.0,45.0,135.0,45.0,90.0,30.0,255.0,70.0,75.0,1,50.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
353,300,3,0,0,0,1,0.6,11.0,3,260.0,50.0,45.0,45.0,35.0,35.0,50.0,255.0,70.0,52.0,2,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
354,301,3,0,0,0,1,1.1,32.6,3,400.0,70.0,65.0,65.0,55.0,55.0,90.0,60.0,70.0,140.0,2,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
355,302,3,0,0,0,2,0.5,11.0,3,380.0,50.0,75.0,75.0,65.0,65.0,50.0,45.0,35.0,133.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
356,302,3,0,0,0,2,0.5,161.0,1,480.0,50.0,85.0,125.0,85.0,115.0,20.0,45.0,35.0,168.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
357,303,3,0,0,0,2,0.6,11.5,3,380.0,50.0,85.0,85.0,55.0,55.0,50.0,45.0,70.0,133.0,2,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
358,303,3,0,0,0,2,1.0,23.5,1,480.0,50.0,105.0,125.0,55.0,95.0,50.0,45.0,70.0,168.0,2,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
359,304,3,0,0,0,2,0.4,60.0,3,330.0,50.0,70.0,100.0,40.0,40.0,30.0,180.0,35.0,66.0,1,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
360,305,3,0,0,0,2,0.9,120.0,3,430.0,60.0,90.0,140.0,50.0,50.0,40.0,90.0,35.0,151.0,1,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
361,306,3,0,0,0,2,2.1,360.0,3,530.0,70.0,110.0,180.0,60.0,60.0,50.0,45.0,35.0,239.0,1,50.0,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
362,306,3,0,0,0,1,2.2,395.0,1,630.0,70.0,140.0,230.0,60.0,80.0,50.0,45.0,35.0,284.0,1,50.0,35.0,0.5,1.5,1.0,1.0,0.5,0.5,1.5,0.0,1.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
363,307,3,0,0,0,2,0.6,11.2,2,280.0,30.0,40.0,55.0,40.0,55.0,60.0,180.0,70.0,56.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
364,308,3,0,0,0,2,1.3,31.5,2,410.0,60.0,60.0,75.0,60.0,75.0,80.0,90.0,70.0,144.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
365,308,3,0,0,0,2,1.3,31.5,1,510.0,60.0,100.0,85.0,80.0,85.0,100.0,90.0,70.0,179.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
366,309,3,0,0,0,1,0.6,15.2,3,295.0,40.0,45.0,40.0,65.0,40.0,65.0,120.0,70.0,59.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
367,310,3,0,0,0,1,1.5,40.2,3,475.0,70.0,75.0,60.0,105.0,60.0,105.0,45.0,70.0,166.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
368,310,3,0,0,0,1,1.8,44.0,1,575.0,70.0,75.0,80.0,135.0,80.0,135.0,45.0,70.0,201.0,1,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
369,311,3,0,0,0,1,0.4,4.2,2,405.0,60.0,50.0,40.0,85.0,75.0,95.0,200.0,70.0,142.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
370,312,3,0,0,0,1,0.4,4.2,2,405.0,60.0,40.0,50.0,75.0,85.0,95.0,200.0,70.0,142.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
371,313,3,0,0,0,1,0.7,17.7,3,430.0,65.0,73.0,75.0,47.0,85.0,85.0,150.0,70.0,151.0,2,100.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
372,314,3,0,0,0,1,0.6,17.7,3,430.0,65.0,47.0,75.0,73.0,85.0,85.0,150.0,70.0,151.0,2,0.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
373,315,3,0,0,0,2,0.3,2.0,3,400.0,50.0,60.0,45.0,100.0,80.0,65.0,150.0,70.0,140.0,2,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
374,316,3,0,0,0,1,0.4,10.3,3,302.0,70.0,43.0,53.0,43.0,53.0,40.0,225.0,70.0,60.0,1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
375,317,3,0,0,0,1,1.7,80.0,3,467.0,100.0,73.0,83.0,73.0,83.0,55.0,75.0,70.0,163.0,1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
376,318,3,0,0,0,2,0.8,20.8,2,305.0,45.0,90.0,20.0,65.0,20.0,65.0,225.0,35.0,61.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
